ID,AUTHOR,WORK,LOCATION,TEXT
5701,Isocrates (0010),Helen (009),41.3,"οὐ πολλοῦ γὰρ χρόνου διελθόντος, γενομένης ἐν θεοῖς περὶ κάλλους ἔριδος ἧς Ἀλέξανδρος ὁ Πριάμου κατέστη κριτής, καὶ διδούσης Ἥρας μὲν ἁπάσης αὐτῷ τῆς Ἀσίας βασιλεύειν, Ἀθηνᾶς δὲ κρατεῖν ἐν τοῖς πολέμοις, Ἀφροδίτης δὲ τὸν γάμον τὸν Ἑλένης, τῶν μὲν σωμάτων οὐ δυνηθεὶς λαβεῖν διάγνωσιν ἀλλ’ ἡττηθεὶς τῆς τῶν θεῶν ὄψεως, τῶν δὲ δωρεῶν ἀναγκασθεὶς γενέσθαι κριτής, εἵλετο τὴν οἰκειότητα τὴν Ἑλένης ἀντὶ τῶν ἄλλων ἁπάντων, οὐ πρὸς τὰς ἡδονὰς ἀποβλέψας, —καίτοι καὶ τοῦτο τοῖς εὖ φρονοῦσι πολλῶν αἱρετώτερόν ἐστιν, ἀλλ’ ὅμως οὐκ ἐπὶ τοῦθ’ ὥρμησεν, ἀλλ’ ἐπεθύμησε Διὸς γενέσθαι κηδεστής, νομίζων πολὺ μείζω καὶ καλλίω ταύτην εἶναι τὴν τιμὴν ἢ τὴν τῆς Ἀσίας βασιλείαν, καὶ μεγάλας μὲν ἀρχὰς καὶ δυναστείας καὶ φαύλοις ἀνθρώποις ποτὲ παραγίγνεσθαι, τοιαύτης δὲ γυναικὸς οὐδένα τῶν ἐπιγιγνομένων ἀξιωθήσεσθαι, πρὸς δὲ τούτοις οὐδὲν ἂν κτῆμα κάλλιον καταλιπεῖν τοῖς παισὶν ἢ παρασκευάσας αὐτοῖς ὅπως μὴ μόνον πρὸς πατρὸς ἀλλὰ καὶ πρὸς μητρὸς ἀπὸ Διὸς ἔσονται γεγονότες."
5702,Isocrates (0010),Helen (009),61.1,"οὐ γὰρ μόνον ἀθανασίας ἔτυχεν, ἀλλὰ καὶ τὴν δύναμιν ἰσόθεον λαβοῦσα πρῶτον μὲν τοὺς ἀδελφοὺς ἤδη κατεχομένους ὑπὸ τῆς πεπρωμένης εἰς θεοὺς ἀνήγαγε, βουλομένη δὲ πιστὴν ποιῆσαι τὴν μεταβολὴν οὕτως οὕτως αὐτοῖς τὰς τιμὰς ἐναργεῖς ἔδωκεν ὥσθ’ ὁρωμένους ὑπὸ τῶν ἐν τῇ θαλάττῃ κινδυνευόντων σῴζειν, οἵτινες ἂν αὐτοὺς εὐσεβῶς κατακαλέσωνται."
5703,Isocrates (0010),Nicocles or the Cyprians (014),34.2,"τοσούτου γὰρ δέω τῶν ἀλλοτρίων ἐπιθυμεῖν, ὥσθ’ ἕτεροι μέν, ἢν καὶ μικρῷ μείζω τῶν ὁμόρων δύναμιν ἔχωσιν, ἀποτέμνονται τῆς γῆς καὶ πλεονεκτεῖν ζητοῦσιν, ἐγὼ δ’ οὐδὲ τὴν διδομένην χώραν ἠξίωσα λαβεῖν, ἀλλ’ αἱροῦμαι μετὰ δικαιοσύνης τὴν ἐμαυτοῦ μόνον ἔχειν μᾶλλον ἢ μετὰ κακίας πολλαπλασίαν τῆς ὑπαρχούσης κτήσασθαι."
5704,Isocrates (0010),On the Peace (017),29.1,"ἡμεῖς γὰρ οἰόμεθα μέν, ἢν τὴν θάλατταν πλέωμεν πολλαῖς τριήρεσι καὶ βιαζώμεθα τὰς πόλεις συντάξεις διδόναι καὶ δεόντων·"
5705,Isocrates (0010),On the Peace (017),42.1,"κἀκεῖνοι μὲν ἐλευθεροῦντες τὰς πόλεις τὰς Ἑλληνίδας καὶ βοηθοῦντες αὐταῖς τῆς ἡγεμονίας ἠξιώθησαν, ἡμεῖς δὲ καταδουλούμενοι καὶ τἀναντία τοῖς τότε πράττοντες ἀγανακτοῦμεν, εἰ μὴ τὴν αὐτὴν τιμὴν ἐκείνοις ἕξομεν, οἳ τοσοῦτον ἀπολελείμμεθα καὶ τοῖς ἔργοις καὶ ταῖς διανοίαις τῶν κατ’ ἐκεῖνον τὸν χρόνον γενομένων, ὅσον οἱ μὲν ὑπὲρ τῆς τῶν Ἑλλήνων σωτηρίας τήν τε πατρίδα τὴν αὑτῶν ἐκλιπεῖν ἐτόλμησαν, καὶ μαχόμενοι καὶ ναυμαχοῦντες τοὺς βαρβάρους ἐνίκησαν, ἡμεῖς δ’ οὐδ’ ὑπὲρ τῆς ἡμετέρας αὐτῶν πλεονεξίας κινδυνεύειν ἀξιοῦμεν, ἀλλ’ ἄρχειν μὲν ἁπάντων ζητοῦμεν, στρατεύεσθαι δ’ οὐκ ἐθέλομεν, καὶ πόλεμον μὲν μικροῦ δεῖν πρὸς ἅπαντας ἀνθρώπους ἀναιρούμεθα, πρὸς δὲ τοῦτον οὐχ ἡμᾶς αὐτοὺς ἀσκοῦμεν, ἀλλ’ ἀνθρώπους τοὺς μὲν ἀπόλιδας τοὺς δ’ αὐτομόλους τοὺς δ’ ἐκ τῶν ἄλλων κακουργιῶν συνερρυηκότας, οἷς ὁπόταν τις διδῷ πλείω μισθόν, μετ’ ἐκείνων ἐφ’ ἡμᾶς ἀκολουθήσουσιν."
5706,Isocrates (0010),On the Peace (017),70.1,"ὡς τοίνυν οὐδὲ δέξασθαι διδομένην τῇ πόλει συμφέρει, δοκεῖτέ μοι τάχιστ’ ἂν ἐκεῖθεν καταμαθεῖν."
5707,Isocrates (0010),On the Peace (017),89.4,"καίτοι χρὴ πόλιν μὲν εὐδαιμονίζειν μὴ τὴν ἐξ ἁπάντων ἀνθρώπων εἰκῇ πολλοὺς πολίτας ἀθροίζουσαν, ἀλλὰ τὴν τὸ γένος τῶν ἐξ ἀρχῆς τὴν πόλιν οἰκισάντων μᾶλλον τῶν ἄλλων διασώζουσαν, ἄνδρας δὲ ζηλοῦν μὴ τοὺς τὰς τυραννίδας κατέχοντας μηδὲ τοὺς μείζω δυναστείαν τοῦ δικαίου κεκτημένους, ἀλλὰ τοὺς ἀξίους μὲν ὄντας τῆς μεγίστης τιμῆς, στέργοντας δ’ ἐπὶ ταῖς ὑπὸ τοῦ πλήθους διδομέναις."
5708,Isocrates (0010),Panathenaicus (021),69.2,"παραλαβόντες γὰρ τὰς πόλεις αὐτῶν τὰς μὲν παντάπασιν ἀναστάτους γεγενημένας ὑπὸ τῶν βαρβάρων, τὰς δὲ πεπορθημένας, εἰς τοῦτο προηγάγομεν, ὥστε μικρὸν μέρος τῶν γιγνομένων ἡμῖν διδόντας μηδὲν ἐλάττους ἔχειν τοὺς οἴκους Πελοποννησίων τῶν οὐδένα φόρον ὑποτελούντων."
5709,Isocrates (0010),Panathenaicus (021),103.1,"Λακεδαιμόνιοι δ’ οὔτε πάσχοντες κακὸν οὐδὲν οὔτε μέλλοντες οὔτε δεδιότες εἰς τοῦτ’ ἀπληστίας ἦλθον, ὥστ’ οὐκ ἐξήρκεσεν αὐτοῖς ἔχειν τὴν κατὰ γῆν ἀρχήν, ἀλλὰ καὶ τὴν κατὰ θάλατταν δύναμιν οὕτως ἐπεθύμησαν λαβεῖν, ὥστε κατὰ τοὺς αὐτοὺς χρόνους τούς τε συμμάχους τοὺς ἡμετέρους ἀφίστασαν, ἐλευθερώσειν αὐτοὺς ὑπισχνούμενοι, καὶ βασιλεῖ περὶ φιλίας διελέγοντο καὶ συμμαχίας, παραδώσειν αὐτῷ φάσκοντες ἅπαντας τοὺς ἐπὶ τῆς Ἀσίας κατοικοῦντας, πίστεις δὲ δόντες τούτοις ἀμφοτέροις καὶ καταπολεμήσαντες ἡμᾶς, οὓς μὲν ἐλευθερώσειν ὤμοσαν, κατεδουλώσαντο μᾶλλον ἢ τοὺς Εἵλωτας, βασιλεῖ δὲ τοιαύτην χάριν ἀπέδοσαν ὥστ’ ἔπεισαν τὸν ἀδελφὸν αὐτοῦ Κῦρον ὄντα νεώτερον ἀμφισβητεῖν τῆς βασιλείας, καὶ στρατόπεδον αὐτῷ συναγαγόντες καὶ στρατηγὸν Κλέαρχον ἐπιστήσαντες ἀνέπεμψαν ἐπ’ ἐκεῖνον·"
5710,Isocrates (0010),Panathenaicus (021),116.4,"ὧν εἰσπεσόντων εἰς τὴν πόλιν οὐκ ἄδηλος ἦν ὅ τε κόσμος ὁ τῆς πολιτείας τῆς πρότερον ὑπαρχούσης λυθησόμενος, ἥ τε τῶν συμμάχων εὔνοια ταχέως ληψομένη μεταβολήν, ὅταν οἷς πρότερον χώρας ἐδίδοσαν καὶ πόλεις, τούτους ἀναγκάζωσι συντάξεις καὶ φόρους ὑποτελεῖν, ἵν’ ἔχωσι μισθὸν διδόναι τοῖς τοιούτοις οἵους ὀλίγῳ πρότερον εἶπον."
5711,Isocrates (0010),Panathenaicus (021),145.6,"ἔδει γὰρ τοὺς ἄρχειν αἱρεθέντας τῶν τε κτημάτων τῶν ἰδίων ἀμελεῖν, καὶ τῶν λημμάτων τῶν εἰθισμένων δίδοσθαι ταῖς ἀρχαῖς ἀπέχεσθαι μηδὲν ἧττον ἢ τῶν ἱερῶν (ἃ τίς ἂν ἐν τοῖς νῦν καθεστῶσιν ὑπομείνειεν);"
5712,Isocrates (0010),Panathenaicus (021),146.4,"ὥστε μηδένα τῶν πολιτῶν ὥσπερ νῦν διακεῖσθαι πρὸς τὰς ἀρχάς, ἀλλὰ μᾶλλον τότε ταύτας φεύγειν ἢ νῦν διώκειν, καὶ πάντας νομίζειν μηδέποτ’ ἂν γενέσθαι δημοκρατίαν ἀληθεστέραν μηδὲ βεβαιοτέραν μηδὲ μᾶλλον τῷ πλήθει συμφέρουσαν τῆς τῶν μὲν τοιούτων πραγματειῶν ἀτέλειαν τῷ δήμῳ διδούσης, τοῦ δὲ τὰς ἀρχὰς καταστῆσαι καὶ λαβεῖν δίκην παρὰ τῶν ἐξαμαρτόντων κύριον ποιούσης, ἅπερ ὑπάρχει καὶ τῶν τυράννων τοῖς εὐδαιμονεστάτοις."
5713,Isocrates (0010),Panathenaicus (021),262.5,"συμβουλεύω γάρ σοι μήτε κατακάειν τὸν λόγον μήτ’ ἀφανίζειν, ἀλλ’ εἴ τινος ἐνδεής ἐστι, διορθώσαντα καὶ προσγράψαντα πάσας τὰς διατριβὰς τὰς περὶ αὐτὸν γεγενημένας διδόναι τοῖς βουλομένοις λαμβάνειν, εἴπερ βούλει χαρίσασθαι μὲν τοῖς ἐπιεικεστάτοις τῶν Ἑλλήνων καὶ τοῖς ὡς ἀληθῶς φιλοσοφοῦσιν ἀλλὰ μὴ προσποιουμένοις, λυπῆσαι δὲ τοὺς θαυμάζοντας μὲν τὰ σὰ μᾶλλον τῶν ἄλλων, λοιδορουμένους δὲ τοῖς λόγοις τοῖς σοῖς ἐν τοῖς ὄχλοις τοῖς πανηγυρικοῖς, ἐν οἷς πλείους εἰσὶν οἱ καθεύδοντες τῶν ἀκροωμένων, καὶ προσδοκῶντας, ἢν παρακρούσωνται τοὺς τοιούτους, ἐναμίλλους τοὺς αὑτῶν γενήσεσθαι τοῖς ὑπὸ σοῦ γεγραμμένοις, κακῶς εἰδότας ὅτι πλέον ἀπολελειμμένοι τῶν σῶν εἰσιν ἢ τῆς Ὁμήρου δόξης οἱ περὶ τὴν αὐτὴν ἐκείνῳ ποίησιν γεγονότες. ʺ"
5714,Isocrates (0010),Panegyricus (011),46.1,"πρὸς γὰρ οἷς αὐτὴ τίθησι, καὶ τοὺς ἄλλους διδόναι συναναπείθει·"
5715,Isocrates (0010),Panegyricus (011),61.3,"ὧν ἐχρῆν ἐκείνους μεμνημένους μηδέποτ’ εἰς τὴν χώραν ταύτην εἰσβαλεῖν, ἐξ ἧς ὁρμηθέντες τοσαύτην εὐδαιμονίαν κατεκτήσαντο, μηδ’ εἰς κινδύνους καθιστάναι τὴν πόλιν τὴν ὑπὲρ τῶν παίδων τῶν Ἡρακλέους προκινδυνεύσασαν, μηδὲ τοῖς μὲν ἀπ’ ἐκείνου γεγονόσι διδόναι τὴν βασιλείαν, τὴν δὲ τῷ γένει τῆς σωτηρίας αἰτίαν οὖσαν δουλεύειν αὑτοῖς ἀξιοῦν."
5716,Isocrates (0010),Panegyricus (011),92.5,"ἀθύμως γὰρ ἁπάντων τῶν συμμάχων διακειμένων, καὶ Πελοποννησίων μὲν διατειχιζόντων τὸν Ἰσθμὸν καὶ ζητούντων ἰδίαν αὑτοῖς σωτηρίαν, τῶν δ’ ἄλλων πόλεων ὑπὸ τοῖς βαρβάροις γεγενημένων καὶ συστρατευομένων ἐκείνοις, πλὴν εἴ τις διὰ μικρότητα παρημελήθη, προσπλεουσῶν δὲ τριήρων διακοσίων καὶ χιλίων καὶ πεζῆς στρατιᾶς ἀναριθμήτου μελλούσης εἰς τὴν Ἀττικὴν εἰσβάλλειν, οὐδεμιᾶς σωτηρίας αὐτοῖς ὑποφαινομένης, ἀλλ’ ἔρημοι συμμάχων γεγενημένοι καὶ τῶν ἐλπίδων ἁπασῶν διημαρτηκότες, ἐξὸν αὐτοῖς μὴ μόνον τοὺς παρόντας κινδύνους διαφυγεῖν ἀλλὰ καὶ τιμὰς ἐξαιρέτους λαβεῖν, ἃς αὐτοῖς ἐδίδου βασιλεὺς ἡγούμενος, εἰ τὸ τῆς πόλεως προσλάβοι ναυτικόν, παραχρῆμα καὶ Πελοποννήσου κρατήσειν, οὐχ ὑπέμειναν τὰς παρ’ ἐκείνου δωρεάς, οὐδ’ ὀργισθέντες τοῖς Ἕλλησιν ὅτι προὐδόθησαν ἀσμένως ἐπὶ τὰς διαλλαγὰς τὰς πρὸς τοὺς βαρβάρους ὥρμησαν, ἀλλ’ αὐτοὶ μὲν ὑπὲρ τῆς ἐλευθερίας πολεμεῖν παρεσκευάζοντο, τοῖς δ’ ἄλλοις τὴν δουλείαν αἱρουμένοις συγγνώμην εἶχον."
5717,Isocrates (0010),Panegyricus (011),110.1,"τοιούτων τοίνυν ἡμῶν γεγενημένων, καὶ τοσαύτην πίστιν δεδωκότων ὑπὲρ τοῦ μὴ τῶν ἀλλοτρίων ἐπιθυμεῖν, τολμῶσι κατηγορεῖν οἱ τῶν δεκαδαρχιῶν κοινωνήσαντες καὶ τὰς αὑτῶν πατρίδας διαλυμηνάμενοι καὶ μικρὰς μὲν ποιήσαντες δοκεῖν εἶναι τὰς τῶν προγεγενημένων ἀδικίας, οὐδεμίαν δὲ λιπόντες ὑπερβολὴν τοῖς αὖθις βουλομένοις γενέσθαι πονηροῖς, ἀλλὰ φάσκοντες μὲν λακωνίζειν, τἀναντία δ’ ἐκείνοις ἐπιτηδεύοντες, καὶ τὰς μὲν Μηλίων ὀδυρόμενοι συμφοράς, περὶ δὲ τοὺς αὑτῶν πολίτας ἀνήκεστα τολμήσαντες ἐξαμαρτεῖν."
5718,Isocrates (0010),Plataicus (012),20.1,"καίτοι τίς οὐκ ἂν μισήσειε τὴν τούτων πλεονεξίαν, οἳ τῶν μὲν ἀσθενεστέρων ἄρχειν ζητοῦσι, τοῖς δὲ κρείττοσιν ἴσον ἔχειν οἴονται δεῖν, καὶ τῇ μὲν ὑμετέρᾳ πόλει τῆς γῆς τῆς ὑπ’ Ὠρωπίων δεδομένης φθονοῦσιν, αὐτοὶ δὲ βία τὴν ἀλλοτρίαν χώραν κατανέμονται;"
5719,Isocrates (0010),Plataicus (012),28.6,ὑπὲρ ὧν δόντες τοῖς θεοῖς δίκην καὶ τῆς Καδμείας καταληφθείσης ἠναγκάσθησαν ἐνθάδε καταφυγεῖν.
5720,Isocrates (0010),To Nicocles (013),2.2,"ἡγησάμην δ’ ἂν γενέσθαι ταύτην καλλίστην δωρεὰν καὶ χρησιμωτάτην καὶ μάλιστα πρέπουσαν ἐμοί τε δοῦναι καὶ σοὶ λαβεῖν, εἰ δυνηθείην ὁρίσαι ποίων ἐπιτηδευμάτων ὀρεγόμενος καὶ τίνων ἀπεχόμενος ἄριστ’ ἂν καὶ τὴν πόλιν καὶ τὴν βασιλείαν διοικοίης."
5721,Isocrates (0010),To Nicocles (013),54.2,"βούλου δὲ καὶ τοὺς ἄλλους, ὅπερ εἶπον ἀρχόμενος, μὴ τὰς εἰθισμένας ἄγειν σοι δωρεάς, ἃς ὑμεῖς πολὺ πλείονος ἀγοράζετε παρὰ τῶν διδόντων ἢ παρὰ τῶν πωλούντων, ἀλλὰ τοιαύτας, αἷς κἂν σφόδρα χρῇ καὶ μηδεμίαν ἡμέραν διαλείπῃς, οὐ κατατρίψεις, ἀλλὰ μείζους καὶ πλείονος ἀξίας ποιήσεις."
5722,Isocrates (0010),To Philip (020),14.1,"ἀλλὰ τοὺς μὲν ἄλλους ἑώρων τοὺς ἐνδόξους τῶν ἀνδρῶν ὑπὸ πόλεσι καὶ νόμοις οἰκοῦντας, καὶ οὐδὲν ἐξὸν αὐτοῖς ἄλλο πράττειν πλὴν τὸ προσταττόμενον, ἔτι δὲ πολὺ καταδεεστέρους ὄντας τῶν πραγμάτων τῶν ῥηθησομένων, σοὶ δὲ μόνῳ πολλὴν ἐξουσίαν ὑπὸ τῆς τύχης δεδομένην καὶ πρέσβεις πέμπειν πρὸς οὕς τινας ἂν βουληθῇς, καὶ δέχεσθαι παρ’ ὧν ἄν σοι δοκῇ, καὶ λέγειν ὅ τι ἂν ἡγῇ συμφέρειν, πρὸς δὲ τούτοις καὶ πλοῦτον καὶ δύναμιν κεκτημένον ὅσην οὐδεὶς τῶν Ἑλλήνων, ἃ μόνα τῶν ὄντων καὶ πείθειν καὶ βιάζεσθαι πέφυκεν·"
5723,Isocrates (0010),To Philip (020),68.9,"ἀλλ’ εἴ τις θεῶν αἵρεσίν σοι δοίη μετὰ ποίας ἂν ἐπιμελείας καὶ διατριβῆς εὔξαιο τὸν βίον διαγαγεῖν, οὐδεμίαν ἕλοι’ ἄν, εἴπερ ἐμοὶ συμβούλῳ χρῷο, μᾶλλον ἢ ταύτην."
5724,Isocrates (0010),To Philip (020),91.1,"ἀλλ’ ὅμως τηλικαύτης συμφορᾶς συμπεσούσης οὕτω σφόδρα κατεφρόνησεν ὁ βασιλεὺς τῆς περὶ αὑτὸν δυνάμεως, ὥστε προκαλεσάμενος Κλέαρχον καὶ τοὺς ἄλλους ἡγεμόνας εἰς λόγον ἐλθεῖν, καὶ τούτοις μὲν ὑπισχνούμενος μεγάλας δωρεὰς δώσειν, τοῖς δ’ ἄλλοις στρατιώταις ἐντελῆ τὸν μισθὸν ἀποδοὺς ἀποπέμψειν, τοιαύταις ἐλπίσιν ὑπαγαγόμενος, καὶ πίστεις δοὺς τῶν ἐκεῖ νομιζομένων τὰς μεγίστας, συλλαβὼν αὐτοὺς ἀπέκτεινε, καὶ μᾶλλον εἵλετο περὶ τοὺς θεοὺς ἐξαμαρτεῖν ἢ τοῖς στρατιώταις οὕτως ἐρήμοις οὖσι συμβαλεῖν."
5725,Isocrates (0010),To Philip (020),96.5,"ἐν ἐκείνοις δὲ τοῖς χρόνοις οὐκ ἦν ξενικὸν οὐδέν, ὥστ’ ἀναγκαζόμενοι ξενολογεῖν ἐκ τῶν πόλεων πλέον ἀνήλισκον εἰς τὰς διδομένας τοῖς συλλέγουσι δωρεὰς ἢ τὴν εἰς τοὺς στρατιώτας μισθοφοράν."
5726,Isocrates (0010),Trapeziticus (005),18.7,"τρίτῃ δ’ ἡμέρᾳ συνελθόντες πίστιν τ’ ἔδομεν ἀλλήλοις ἦ μὴν σιωπήσεσθαι τὰ πραχθέντα, ἣν οὗτος ἔλυσεν, ὡς ὑμεῖς αὐτοὶ προιόντος τοῦ λόγου γνώσεσθε, καὶ ὡμολόγησεν εἰς τὸν Πόντον μοι συμπλευσεῖσθαι κἀκεῖ τὸ χρυσίον ἀποδώσειν, ἵν’ ὡς πορρωτάτω ἀπὸ τῆσδε τῆς πόλεως διαλύσειε τὸ συμβόλαιον, καὶ τῶν μὲν ἐνθάδε μηδεὶς εἰδείη τὸν τρόπον τῆς ἀπαλλαγῆς, ἐκπλεύσαντι δ’ αὐτῷ ἐξείη λέγειν ὅ τι αὐτὸς βούλοιτο·"
5727,Isocrates (0010),Trapeziticus (005),20.1,"ταῦτα δὲ συγγράψαντες καὶ ἀναγαγόντες εἰς ἀκρόπολιν Πύρωνα Φεραῖον ἄνδρα, εἰθισμένον εἰσπλεῖν εἰς τὸν Πόντον, δίδομεν αὐτῷ φυλάττειν τὰς συνθήκας, προστάξαντες αὐτῷ, ἐὰν μὲν διαλλαγῶμεν πρὸς ἡμᾶς αὐτούς, κατακαῦσαι τὸ γραμματεῖον, εἰ δὲ μή, Σατύρω ἀποδοῦναι."
5728,Isocrates (0010),Trapeziticus (005),25.1,"ὅτε γὰρ ἐδίδομεν τῷ ξένῳ τὴν συνθήκην, καθ’ ἣν οὗτος μὲν ἀφεῖσθαί φησι τῶν ἐγκλημάτων, ἐγὼ δ’ ὡς ἔδει με παρὰ τοὺτου κομίσασθαι τὸ χρυσίον, ἐκελεύομεν τὸν ξένον, ἐὰν μὲν διαλλαγῶμεν πρὸς ἡμᾶς αὐτούς, κατακαῦσαι τὸ γραμματεῖον, εἰ δὲ μή, Σατύρῳ ἀποδοῦναι·"
5729,Isocrates (0010),Trapeziticus (005),46.8,πότερον ὡς δείσας τὴν δύναμιν τὴν ἐμὴν ἤμελλεν εὐθύς μοι δώσειν ἀργύριον;
5730,Isocrates (0010),Trapeziticus (005),52.1,"ἀκούσας δὲ Σάτυρος ἀμφοτέρων ἡμῶν δικάζειν μὲν οὐκ ἠξίου περὶ τῶν ἐνθάδε γενομένων συμβολαίων, ἄλλως τε καὶ μὴ παρόντος τούτου μηδὲ μέλλοντος ποιήσειν ἃ ἐκεῖνος δικάσειεν, οὕτω δὲ σφόδρ’ ἐνόμιζεν ἀδικεῖσθαί με, ὥστε συγκαλέσας τοὺς ναυκλήρους ἐδεῖτ’ αὐτῶν βοηθεῖν ἐμοὶ καὶ μὴ περιορᾶν ἀδικούμενον, καὶ πρὸς τὴν πόλιν συγγράψας ἐπιστολὴν ἔδωκε φέρειν Θενοτίμῳ τῷ Καρκίνου."
5731,Isocrates (0010),Trapeziticus (005),57.1,"ἄξιον δὲ καὶ Σατύρου καὶ τοῦ πατρὸς ἐνθυμηθῆναι, οἳ πάντα τὸν χρόνον περὶ πλείστου τῶν Ἑλλήνων ὑμᾶς ποιοῦνται, καὶ πολλάκις ἤδη διὰ σπάνιν σίτου τὰς τῶν ἄλλων ἐμπόρων ναῦς κενὰς ἐκπέμποντες ὑμῖν ἐξαγωγὴν ἔδοσαν·"
5732,Isocrates (0010),Antidosis (019),120.1,"συνίσασι γὰρ αὐτῷ κατὰ μὲν ἀρχὰς τῶν πολέμων διὰ τὸ μηδὲν παρὰ τῆς πόλεως λαμβάνειν εἰς τὰς ἐσχάτας ἐνδείας καθιστάμενον, ἐκ δὲ τούτων εἰς τοῦτο τὰ πράγματα περιιστάναι δυνάμενον, ὥστε καὶ τῶν πολεμίων περιγίγνεσθαι καὶ τοῖς στρατιώταις ἐντελεῖς ἀποδιδόναι τοὺς μισθούς."
5733,Isocrates (0010),Against the Sophists (008),7.2,"ἐπειδὰν οὖν τῶν ἰδιωτῶν τινες, ἅπαντα ταῦτα συλλογισάμενοι, κατίδωσι τοὺς τὴν σοφίαν διδάσκοντας καὶ τὴν εὐδαιμονίαν παραδιδόντας αὐτούς τε πολλῶν δεομένους καὶ τοὺς μαθητὰς μικρὸν πραττομένους, καὶ τὰς ἐναντιώσεις ἐπὶ μὲν τῶν λόγων τηροῦντας, ἐπὶ δὲ τῶν ἔργων μὴ καθορῶντας, ἔτι δὲ περὶ μὲν τῶν μελλόντων εἰδέναι προσποιουμένους, περὶ δὲ τῶν παρόντων μηδὲν τῶν δεόντων μήτ’ εἰπεῖν μήτε συμβουλεῦσαι δυναμένους, ἀλλὰ μᾶλλον ὁμονοοῦντας καὶ πλείω κατορθοῦντας τοὺς ταῖς δόξαις χρωμένους ἢ τοὺς τὴν ἐπιστήμην ἔχειν ἐπαγγελλομένους, εἰκότως οἶμαι καταφρονοῦσι, καὶ νομίζουσιν ἀδολεσχίαν καὶ μικρολογίαν ἀλλ’ οὐ τῆς ψυχῆς ἐπιμέλειαν εἶναι τὰς τοιαύτας διατριβάς."
5734,Isocrates (0010),Against the Sophists (008),19.6,"τοσούτῳ δὲ χείρους ἐγένοντο τῶν περὶ τὰς ἔριδας καλινδουμένων, μένων, ὅσον οὗτοι μὲν τοιαῦτα λογίδια διεξιόντες, οἷς εἴ τις ἐπὶ τῶν πράξεων ἐμμείνειεν εὐθὺς ἂν ἐν πᾶσιν εἴη κακοῖς, ὅμως ἀρετὴν ἐπηγγείλαντο καὶ σωφροσύνην περὶ αὐτῶν, ἐκεῖνοι δ’ ἐπὶ τοὺς πολιτικοὺς λόγους, παρακαλοῦντες, ἀμελήσαντες τῶν ἄλλων τῶν προσόντων αὐτοῖς ἀγαθῶν, πολυπραγμοσύνης καὶ πλεονεξίας ὑπέστησαν εἶναι διδάσκαλοι."
5735,Isocrates (0010),Helen (009),9.1,"ἐμοὶ δὲ δοκεῖ πάντων εἶναι καταγελαστότατον τὸ διὰ τούτων τῶν λόγων ζητεῖν πείθειν ὡς περὶ τῶν πολιτικῶν ἐπιστήμην ἔχουσιν, ἐξὸν ἐν αὐτοῖς οἷς ἐπαγγέλλονται τὴν ἐπίδειξιν ποιεῖσθαι·"
5736,Isocrates (0010),Antidosis (019),36.1,"τοῦ μὲν γὰρ γενέσθαι προέχοντα τῶν ἄλλων ἢ περὶ τοὺς λόγους ἢ περὶ τὰς πράξεις εἰκότως ἄν τις τὴν τύχην αἰτιάσαιτο, τοῦ δὲ καλῶς καὶ μετρίως κεχρῆσθαι τῇ φύσει δικαίως ἂν ἅπαντες τὸν τρόπον τὸν ἐμὸν ἐπαινέσειαν."
5737,Isocrates (0010),Antidosis (019),60.3,"ἀλλ’ ὅμως, τούτων οὕτως ἐχόντων, φανήσονταί τινες τῶν εὑρεῖν μὲν οὐδὲν οὐδ’ εἰπεῖν ἄξιον λόγου δυναμένων, ἐπιτιμᾶν δὲ καὶ βασκαίνειν τὰ τῶν ἄλλων μεμελετηκότων, οἳ χαριέντως μὲν εἰρῆσθαι ταῦτα φήσουσι (τὸ γὰρ εὖ φθονήσουσιν εἰπεῖν) πολὺ μέντοι χρησιμωτέρους εἶναι τῶν λόγων καὶ κρείττους τοὺς ἐπιπλήττοντας τοῖς νῦν ἁμαρτανομένοις ἢ τοὺς τὰ πεπραγμένα πρότερον ἐπαινοῦντας, καὶ τοὺς ὑπὲρ ὧν δεῖ πράττειν συμβουλεύοντας ἢ τοὺς τὰ παλαιὰ τῶν ἔργων διεξιόντας."
5738,Isocrates (0010),Antidosis (019),82.1,"ἐπειδὴ δ’ ἐνταῦθα προεληλύθαμεν ὥστε καὶ τοὺς λόγους τοὺς εἰρημένους καὶ τοὺς νόμους τοὺς κειμένους ἀναριθμήτους εἶναι, καὶ τῶν μὲν νόμων ἐπαινεῖσθαι τοὺς ἀρχαιοτάτους τῶν δὲ λόγων τοὺς καινοτάτους, οὐκέτι τῆς αὐτῆς διανοίας ἔργον ἐστίν, ἀλλὰ τοῖς μὲν τοὺς νόμους τιθέναι προαιρουμένοις προὔργου γέγονε τὸ πλῆθος τῶν κειμένων (οὐδὲν γὰρ αὐτοὺς δεῖ ζητεῖν ἑτέρους, ἀλλὰ τοὺς παρὰ τοῖς ἄλλοις εὐδοκιμοῦντας πειραθῆναι συναγαγεῖν, ὃ ῥᾳδίως ὅστις ἂν οὖν βουληθεὶς ποιήσειε) τοῖς δὲ περὶ τοὺς λόγους πραγματευομένοις διὰ τὸ προκατειλῆφθαι τὰ πλεῖστα τοὐναντίον συμβέβηκε·"
